Nom du monstre;Rôle;Rôle secondaire;Meneur;Niveau;Source;Catégorie;exp;Race;Origine;Mot-clé (humanoïde, élémentaire, féerique…);Lieux de prédilection
Coureur des flammes éfrit;Franc-tireur;Normal;;23;Bestiaire Fantastique 1;Éfrit;5100;Humanoïde;Élémentaire;Feu;
Fiélon sanguin;Soldat;Normal;;23;Bestiaire Fantastique 1;Abomination;5100;Humanoïde;Élémentaire;;
Goule abyssale myrmidone;Soldat;Sbire;;23;Bestiaire Fantastique 1;Goule;1275;Humanoïde;Élémentaire;Mort-vivant;
Mastodonte chuul;Soldat;Élite;;23;Bestiaire Fantastique 1;Chuul;10200;Créature magique;Aberrante;Aquatique;
Grand crâne flamboyant;Artilleur;Normal;;24;Bestiaire Fantastique 1;Crâne flamboyant;6050;Animé;Naturelle;Mort-vivant;
Aspect d'Orcus;Brute;Élite;;24;Bestiaire Fantastique 1;Orcus;12100;Humanoïde;Élémentaire;Démon;
Dragon blanc vénérable;Brute;Solo;;24;Bestiaire Fantastique 1;Dragon;30250;Créature magique;Naturelle;Dragon;
Géant des tempêtes;Contrôleur;Normal;;24;Bestiaire Fantastique 1;Géant;6050;Humanoïde;Élémentaire;Aquatique, Géant;
Liche (magicien éladrin);Contrôleur;Élite;;24;Bestiaire Fantastique 1;Liche;12100;Humanoïde;Naturelle;Mort-vivant;
Marilith;Franc-tireur;Élite;;24;Bestiaire Fantastique 1;Démon;12100;Humanoïde;Élémentaire;Démon;
Vouivre putride;Franc-tireur;Normal;;24;Bestiaire Fantastique 1;Vouivre;6050;Bête;Ombreuse;Reptile;
Chevalier de l'effroi rakshasa;Soldat;Normal;;24;Bestiaire Fantastique 1;Rakshasa;6050;Humanoïde;Naturelle;;
Ver pourpre ancien;Soldat;Solo;;24;Bestiaire Fantastique 1;Ver pourpre;30250;Bête;Naturelle;Aveugle;
Naga originel;Artilleur;Solo;;25;Bestiaire Fantastique 1;Naga;35000;Créature magique;Élémentaire;Reptile;
Hydre originelle;Brute;Solo;;25;Bestiaire Fantastique 1;Hydre;35000;Bête;Élémentaire;Reptile;
Titan de la mort;Brute;Élite;;25;Bestiaire Fantastique 1;Géant;14000;Humanoïde;Ombreuse;Géant;
Âme-en-peine vénérable;Chasseur;Normal;;25;Bestiaire Fantastique 1;Âme-en-peine;7000;Humanoïde;Ombreuse;Mort-vivant;
Chantre des bûchers éfrit;Contrôleur;Normal;;25;Bestiaire Fantastique 1;Éfrit;7000;Humanoïde;Élémentaire;Feu;
Faucheur d'âmes sanglotain;Franc-tireur;Normal;;25;Bestiaire Fantastique 1;Sanglotain;7000;Humanoïde;Ombreuse;;
Chevalier de la mort (paladin drakéide);Soldat;Élite;;25;Bestiaire Fantastique 1;Chevalier de la mort;14000;Humanoïde;Naturelle;Mort-vivant;
Faucheur ailé;Soldat;Normal;;25;Bestiaire Fantastique 1;Faucheur ailé;7000;Humanoïde;Aberrante;;
Cyclone foudroyant;Artilleur;Élite;;26;Bestiaire Fantastique 1;Élémentaire;18000;Créature magique;Élémentaire;Air, Eau;
Dragon noir vénérable;Chasseur;Solo;;26;Bestiaire Fantastique 1;Dragon;45000;Créature magique;Naturelle;Aquatique, Dragon;
Phane;Contrôleur;Élite;;26;Bestiaire Fantastique 1;Abomination;18000;Créature magique;Immortelle;;
Vestige de liche;Contrôleur;Sbire;;26;Bestiaire Fantastique 1;Liche;2250;Humanoïde;Naturelle;Mort-vivant;
Faucheur ailé noble;Franc-tireur;Normal;Oui;26;Bestiaire Fantastique 1;Faucheur ailé;9000;Humanoïde;Aberrante;;
Gorgone des tempêtes;Franc-tireur;Normal;;26;Bestiaire Fantastique 1;Gorgone;9000;Bête;Élémentaire;;
Champion drakéide;Soldat;Normal;;26;Bestiaire Fantastique 1;Drakéide;9000;Humanoïde;Naturelle;;
Diantrefosse;Soldat;Élite;Oui;26;Bestiaire Fantastique 1;Diable;18000;Humanoïde;Immortelle;Diable;
Balor;Brute;Élite;;27;Bestiaire Fantastique 1;Démon;22000;Humanoïde;Élémentaire;Démon;
Nuée de corbeaux d'ombre (sanglotain);Brute;Normal;;27;Bestiaire Fantastique 1;Sanglotain;11000;Bête;Ombreuse;Nuée;
Dragon vert vénérable;Contrôleur;Solo;;27;Bestiaire Fantastique 1;Dragon;55000;Créature magique;Naturelle;Dragon;
Orbe babélien;Contrôleur;Solo;;27;Bestiaire Fantastique 1;Bête babélienne;55000;Créature magique;Aberrante;;
Titan des tempêtes;Contrôleur;Élite;;27;Bestiaire Fantastique 1;Géant;22000;Humanoïde;Élémentaire;Aquatique, Géant;
Doresain, le Roi des Goules;Franc-tireur;Élite;;27;Bestiaire Fantastique 1;Orcus;22000;Humanoïde;Naturelle;Mort-vivant;
Moissonneur sanglotain;Soldat;Normal;;27;Bestiaire Fantastique 1;Sanglotain;11000;Humanoïde;Ombreuse;;
Dragon bleu vénérable;Artilleur;Solo;;28;Bestiaire Fantastique 1;Dragon;65000;Créature magique;Naturelle;Dragon;
Atropal;Brute;Élite;;28;Bestiaire Fantastique 1;Abomination;26000;Créature magique;Immortelle;Mort-vivant;
Échauffouronce trembleterre;Brute;Élite;;28;Bestiaire Fantastique 1;Échauffouronce;26000;Animé;Naturelle;Plante;
Seigneur de la mort sanglotain;Chasseur;Normal;Oui;28;Bestiaire Fantastique 1;Sanglotain;13000;Humanoïde;Ombreuse;;
Karadjin éfrit;Soldat;Normal;Oui;28;Bestiaire Fantastique 1;Éfrit;13000;Humanoïde;Élémentaire;Feu;
Colosse divin;Brute;Élite;;29;Bestiaire Fantastique 1;Colosse;30000;Animé;Immortelle;Créature artificielle;
Dracoliche runique;Contrôleur;Solo;;29;Bestiaire Fantastique 1;Dracoliche;75000;Créature magique;Naturelle;Dragon, Mort-vivant;
Tarasque;Brute;Solo;;30;Bestiaire Fantastique 1;Abomination;95000;Créature magique;Élémentaire;;
Dragon rouge vénérable;Soldat;Solo;;30;Bestiaire Fantastique 1;Dragon;95000;Créature magique;Naturelle;Dragon;
Orcus;Brute;Solo;Oui;33;Bestiaire Fantastique 1;Orcus;155000;Humanoïde;Élémentaire;Démon;
Souillure funeste palpitante;Artilleur;Normal;;1;Bestiaire Fantastique 2;Souillure funeste;100;Créature magique;Aberrante;;
Brutacien fangeux;Brute;Normal;;1;Bestiaire Fantastique 2;Brutacien;100;Humanoïde;Naturelle;Aquatique;
Rejeton ankheg;Brute;Sbire;;1;Bestiaire Fantastique 2;Ankheg;25;Bête;Naturelle;;
Acolyte gobelin de Maglubiyet;Contrôleur;Normal;;1;Bestiaire Fantastique 2;Gobelin;100;Humanoïde;Naturelle;;
Faucon de sang;Franc-tireur;Normal;;1;Bestiaire Fantastique 2;Faucon;100;Bête;Naturelle;;
Ouvrière;Franc-tireur;Sbire;;1;Bestiaire Fantastique 2;Fourmi géante;25;Bête;Naturelle;;
Souillure funeste cinglante;Soldat;Normal;;1;Bestiaire Fantastique 2;Souillure funeste;100;Créature magique;Aberrante;;
Mage venimécaille;Artilleur;Normal;;2;Bestiaire Fantastique 2;Homme-lézard;125;Humanoïde;Naturelle;Reptile;
Dretch;Brute;Normal;;2;Bestiaire Fantastique 2;Démon;125;Humanoïde;Élémentaire;Démon;
Nuée de mille-pattes;Brute;Normal;;2;Bestiaire Fantastique 2;Mille-pattes;125;Bête;Naturelle;Nuée;
Sauvage venimécaille;Brute;Normal;;2;Bestiaire Fantastique 2;Homme-lézard;125;Humanoïde;Naturelle;Reptile;
Souillure funeste dévoreuse de pensées;Contrôleur;Normal;;2;Bestiaire Fantastique 2;Souillure funeste;125;Créature magique;Aberrante;;
Brutacien nerveux;Franc-tireur;Normal;;2;Bestiaire Fantastique 2;Brutacien;125;Humanoïde;Naturelle;Aquatique;
Défenseur poing de pierre;Franc-tireur;Normal;;2;Bestiaire Fantastique 2;Homoncule;125;Animé;Naturelle;Créature artificielle, Homoncule;
Guerrière;Franc-tireur;Normal;;2;Bestiaire Fantastique 2;Fourmi géante;125;Bête;Naturelle;;
Vase grise;Franc-tireur;Normal;;2;Bestiaire Fantastique 2;Vase;125;Bête;Naturelle;Aveugle, Vase;
Épineux buveur de sang;Soldat;Normal;;2;Bestiaire Fantastique 2;Plante prédatrice;125;Bête;Naturelle;Plante;
Rampeur venimécaille;Soldat;Normal;;2;Bestiaire Fantastique 2;Homme-lézard;125;Humanoïde;Naturelle;Reptile;
Seigneur bourbeux brutacien;Artilleur;Normal;;3;Bestiaire Fantastique 2;Brutacien;150;Humanoïde;Naturelle;Aquatique;
Brutacien coassant;Brute;Sbire;;3;Bestiaire Fantastique 2;Brutacien;38;Humanoïde;Naturelle;Aquatique;
Putriprêtre myconide;Brute;Normal;Oui;3;Bestiaire Fantastique 2;Myconide;150;Humanoïde;Féérique;Plante;
Ankheg;Chasseur;Élite;;3;Bestiaire Fantastique 2;Ankheg;300;Bête;Naturelle;;
Chasseur venimécaille;Chasseur;Normal;;3;Bestiaire Fantastique 2;Homme-lézard;150;Humanoïde;Naturelle;Reptile;
Destrier squelettique;Franc-tireur;Normal;;3;Bestiaire Fantastique 2;Squelette;150;Animé;Naturelle;Monture, Mort-vivant;
Homme d'armes kenku;Franc-tireur;Normal;;3;Bestiaire Fantastique 2;Kenku;150;Humanoïde;Naturelle;;
Trombe de poussière;Franc-tireur;Normal;;3;Bestiaire Fantastique 2;Élémentaire;150;Créature magique;Élémentaire;Air, Terre;
Voyou kenku;Franc-tireur;Sbire;;3;Bestiaire Fantastique 2;Kenku;38;Humanoïde;Naturelle;;
Armure animus infernale;Soldat;Normal;;3;Bestiaire Fantastique 2;Diable;38;Animé;Immortelle;Diable, Mort-vivant;
Gobelin de Lolth;Soldat;Normal;;3;Bestiaire Fantastique 2;Gobelin;150;Humanoïde;Naturelle;;
Myrmidon venimécaille;Soldat;Normal;;3;Bestiaire Fantastique 2;Homme-lézard;150;Humanoïde;Naturelle;Reptile;
Soldat;Soldat;Normal;;3;Bestiaire Fantastique 2;Fourmi géante;150;Bête;Naturelle;;
Arbalestrier;Artilleur;Normal;;4;Bestiaire Fantastique 2;Homoncule;175;Animé;Naturelle;Créature artificielle, Homoncule;
Éclat de tempête;Artilleur;Normal;;4;Bestiaire Fantastique 2;Éclat de chaos;175;Créature magique;Élémentaire;;
Embourbier;Brute;Normal;;4;Bestiaire Fantastique 2;Élémentaire;175;Créature magique;Élémentaire;Eau, Terre;
Ravageur barghest;Brute;Normal;;4;Bestiaire Fantastique 2;Barghest;175;Humanoïde;Naturelle;Métamorphe;
Éclaireur duergar (nain);Chasseur;Normal;;4;Bestiaire Fantastique 2;Duergar;175;Humanoïde;Naturelle;Diable;
Limon vert;Chasseur;Normal;;4;Bestiaire Fantastique 2;Vase;175;Bête;Naturelle;Aveugle, Vase;
Maraudeur dimensionnel;Chasseur;Normal;;4;Bestiaire Fantastique 2;Maraudeur dimensionnel;175;Créature magique;Aberrante;;
Matois kenku;Chasseur;Normal;;4;Bestiaire Fantastique 2;Kenku;175;Humanoïde;Naturelle;;
Krenshar;Contrôleur;Normal;;4;Bestiaire Fantastique 2;Krenshar;175;Bête;Naturelle;;
Nuée d'esprit follets ombreux;Contrôleur;Normal;;4;Bestiaire Fantastique 2;Nuée d'esprit follets;175;Humanoïde;Féérique;Nuée;
Souillure funeste hâtive;Contrôleur;Normal;;4;Bestiaire Fantastique 2;Souillure funeste;175;Créature magique;Aberrante;;
Souverain myconide;Contrôleur;Normal;Oui;4;Bestiaire Fantastique 2;Myconide;175;Humanoïde;Féérique;Plante;
Décavé;Franc-tireur;Normal;;4;Bestiaire Fantastique 2;Décavé;175;Animé;Naturelle;Mort-vivant;
Fourmi ailé;Franc-tireur;Normal;;4;Bestiaire Fantastique 2;Fourmi géante;175;Bête;Naturelle;;
Mille-pattes cavaleur;Franc-tireur;Normal;;4;Bestiaire Fantastique 2;Mille-pattes;175;Bête;Naturelle;;
Caïd kenku;Soldat;Normal;Oui;4;Bestiaire Fantastique 2;Kenku;175;Humanoïde;Naturelle;;
Drake sanguinaire;Soldat;Normal;;4;Bestiaire Fantastique 2;Drake;175;Bête;Naturelle;Reptile;
Garde duergar (nain);Soldat;Normal;;4;Bestiaire Fantastique 2;Duergar;175;Humanoïde;Naturelle;Diable;
Garde myconide;Soldat;Normal;;4;Bestiaire Fantastique 2;Myconide;175;Humanoïde;Féérique;Plante;
Archer-mage éladrin;Artilleur;Normal;;5;Bestiaire Fantastique 2;Éladrin;200;Humanoïde;Féérique;;
Démon de la spirale runique;Artilleur;Normal;;5;Bestiaire Fantastique 2;Démon;200;Créature magique;Élémentaire;Démon;
Gauth tyrannœil;Artilleur;Élite;;5;Bestiaire Fantastique 2;Tyrannœil;400;Créature magique;Aberrante;;
Mage ailé kenku;Artilleur;Normal;;5;Bestiaire Fantastique 2;Kenku;200;Humanoïde;Naturelle;;
Gnoll suicidaire;Brute;Normal;;5;Bestiaire Fantastique 2;Gnoll;200;Humanoïde;Naturelle;;
Limier krenshar;Brute;Normal;;5;Bestiaire Fantastique 2;Krenshar;200;Bête;Naturelle;;
Jeune dragon de fer;Chasseur;Solo;;5;Bestiaire Fantastique 2;Dragon;1000;Créature magique;Naturelle;Dragon;
Marchebrume gnome;Chasseur;Normal;;5;Bestiaire Fantastique 2;Gnome;200;Humanoïde;Féérique;;
Hurle-mort décavé;Contrôleur;Normal;Oui;5;Bestiaire Fantastique 2;Décavé;200;Animé;Naturelle;Mort-vivant;
Noble humain;Contrôleur;Normal;Oui;5;Bestiaire Fantastique 2;Humain;200;Humanoïde;Naturelle;;
Reine;Contrôleur;Élite;Oui;5;Bestiaire Fantastique 2;Fourmi géante;400;Bête;Naturelle;;
Théurge duergar (nain);Contrôleur;Normal;;5;Bestiaire Fantastique 2;Duergar;200;Humanoïde;Naturelle;Diable;
Assassin kenku;Franc-tireur;Élite;;5;Bestiaire Fantastique 2;Kenku;400;Humanoïde;Naturelle;;
Chasseur demi-orque;Franc-tireur;Normal;;5;Bestiaire Fantastique 2;Demi-orque;200;Humanoïde;Naturelle;;
Cockatrice;Franc-tireur;Normal;;5;Bestiaire Fantastique 2;Cockatrice;200;Bête;Naturelle;;
Démon ripailleur;Franc-tireur;Normal;;5;Bestiaire Fantastique 2;Démon;200;Humanoïde;Élémentaire;Démon;
Drake cornu;Franc-tireur;Normal;;5;Bestiaire Fantastique 2;Drake;200;Bête;Naturelle;Reptile;
Démon de rupture;Soldat;Sbire;;5;Bestiaire Fantastique 2;Démon;50;Créature magique;Élémentaire;Démon;
Feupiquier;Soldat;Normal;;5;Bestiaire Fantastique 2;Élémentaire;200;Créature magique;Élémentaire;Air, Feu, Terre;
Résonnant forgelier;Artilleur;Normal;;6;Bestiaire Fantastique 2;Forgelier;250;Humanoïde;Naturelle;Créature artificielle vivante;
Fantassin d'assaut duergar (nain);Brute;Normal;;6;Bestiaire Fantastique 2;Duergar;250;Humanoïde;Naturelle;Diable;
Sanglier-garou;Brute;Normal;;6;Bestiaire Fantastique 2;Lycanthrope;250;Humanoïde;Naturelle;Métamorphe;
Géonide;Chasseur;Normal;;6;Bestiaire Fantastique 2;Élémentaire;250;Créature magique;Élémentaire;Terre;
Déchiqueteur hobgobelin;Contrôleur;Élite;;6;Bestiaire Fantastique 2;Gobelin;500;Humanoïde;Naturelle;;
Mage de la mort demi-orque;Contrôleur;Normal;;6;Bestiaire Fantastique 2;Demi-orque;250;Humanoïde;Naturelle;;
Capitaine bandit demi-elfe;Franc-tireur;Normal;Oui;6;Bestiaire Fantastique 2;Demi-elfe;250;Humanoïde;Naturelle;;
Danseur de guerre gobelours;Franc-tireur;Normal;;6;Bestiaire Fantastique 2;Gobelin;250;Humanoïde;Naturelle;;
Javelinier humain;Franc-tireur;Normal;;6;Bestiaire Fantastique 2;Humain;250;Humanoïde;Naturelle;;
Jeune dragon de cuivre;Franc-tireur;Solo;;6;Bestiaire Fantastique 2;Dragon;1250;Créature magique;Naturelle;Dragon;
Maraudeur abyssal (humain);Franc-tireur;Normal;;6;Bestiaire Fantastique 2;Démogorgon;250;Humanoïde;Naturelle;;
Oxydeur;Franc-tireur;Normal;;6;Bestiaire Fantastique 2;Oxydeur;250;Bête;Naturelle;;
Tigre;Franc-tireur;Normal;;6;Bestiaire Fantastique 2;Tigre;250;Bête;Naturelle;;
Épine spriggan;Soldat;Normal;;6;Bestiaire Fantastique 2;Spriggan;250;Humanoïde;Féérique;;
Goliath solaire;Artilleur;Normal;;7;Bestiaire Fantastique 2;Goliath;300;Humanoïde;Naturelle;;
Adorateur déchaîné de Démogorgon (humain);Brute;Normal;;7;Bestiaire Fantastique 2;Démogorgon;300;Humanoïde;Naturelle;;
Baron balafré demi-orque;Brute;Normal;;7;Bestiaire Fantastique 2;Demi-orque;300;Humanoïde;Naturelle;;
Gnoll cannibale;Brute;Normal;;7;Bestiaire Fantastique 2;Gnoll;300;Humanoïde;Naturelle;;
Punisseur troglodyte;Brute;Normal;;7;Bestiaire Fantastique 2;Troglodyte;300;Humanoïde;Naturelle;Reptile;
Sauvage forgelier;Brute;Normal;;7;Bestiaire Fantastique 2;Forgelier;300;Humanoïde;Naturelle;Créature artificielle vivante;
Escroc demi-elfe;Contrôleur;Normal;;7;Bestiaire Fantastique 2;Demi-elfe;300;Humanoïde;Naturelle;;
Jeteuse de sorts humaine;Contrôleur;Normal;;7;Bestiaire Fantastique 2;Humain;300;Humanoïde;Naturelle;;
Seigneur des batailles barghest;Contrôleur;Normal;;7;Bestiaire Fantastique 2;Barghest;300;Humanoïde;Naturelle;Métamorphe;
Croc de Yeenoghu;Franc-tireur;Normal;Oui;7;Bestiaire Fantastique 2;Gnoll;300;Humanoïde;Naturelle;;
Démon suinte-sang;Franc-tireur;Normal;Oui;7;Bestiaire Fantastique 2;Démon;300;Humanoïde;Élémentaire;Démon;
Espion céleste genasi;Franc-tireur;Normal;;7;Bestiaire Fantastique 2;Genasi;300;Humanoïde;Élémentaire;Air;
Faucon de givre;Franc-tireur;Normal;;7;Bestiaire Fantastique 2;Faucon;300;Bête;Élémentaire;Froid;
Nuton spriggan;Franc-tireur;Normal;;7;Bestiaire Fantastique 2;Spriggan;300;Humanoïde;Féérique;;
Surineur humain;Franc-tireur;Élite;;7;Bestiaire Fantastique 2;Humain;600;Humanoïde;Naturelle;;
Vortex de grain siliceux;Franc-tireur;Normal;;7;Bestiaire Fantastique 2;Élémentaire;300;Créature magique;Élémentaire;Air, Terre;
Cavalier humain;Soldat;Normal;Oui;7;Bestiaire Fantastique 2;Humain;300;Humanoïde;Naturelle;;
Dévoreur oni;Soldat;Normal;;7;Bestiaire Fantastique 2;Oni;300;Humanoïde;Naturelle;;
Étovert;Soldat;Normal;;7;Bestiaire Fantastique 2;Plante prédatrice;300;Bête;Naturelle;Plante;
Jeude dragon d'adamantium;Soldat;Solo;;7;Bestiaire Fantastique 2;Dragon;1500;Créature magique;Naturelle;Dragon;
Squelette brise-os;Soldat;Normal;;7;Bestiaire Fantastique 2;Squelette;300;Animé;Naturelle;Mort-vivant;
Éclat de mort;Artilleur;Normal;;8;Bestiaire Fantastique 2;Éclat de chaos;350;Créature magique;Élémentaire;;
Entropiste gnome;Artilleur;Normal;;8;Bestiaire Fantastique 2;Gnome;350;Humanoïde;Féérique;;
Flagellateur funeste (humain);Artilleur;Normal;;8;Bestiaire Fantastique 2;Démogorgon;350;Humanoïde;Naturelle;;
Flétrisseur spriggan;Artilleur;Normal;Oui;8;Bestiaire Fantastique 2;Spriggan;350;Humanoïde;Féérique;;
Spadassin sombregarde;Artilleur;Normal;Oui;8;Bestiaire Fantastique 2;Sombregarde;700;Humanoïde;Naturelle;Mort-vivant;
Âme-de-géant spriggan;Brute;Normal;;8;Bestiaire Fantastique 2;Spriggan;350;Humanoïde;Féérique;;
Esclavagiste humain;Brute;Normal;;8;Bestiaire Fantastique 2;Humain;350;Humanoïde;Naturelle;;
Jeune dragon d'argent;Brute;Solo;;8;Bestiaire Fantastique 2;Dragon;1750;Créature magique;Naturelle;Dragon;
Pudding noir;Brute;Élite;;8;Bestiaire Fantastique 2;Vase;700;Bête;Naturelle;Aveugle, Vase;
Rejeton de pudding noir;Brute;Sbire;;8;Bestiaire Fantastique 2;Vase;88;Bête;Naturelle;Aveugle, Vase;
Terreur cornue décavée;Brute;Normal;;8;Bestiaire Fantastique 2;Décavé;350;Animé;Naturelle;Mort-vivant;
Mante obscure enveloppante;Chasseur;Normal;;8;Bestiaire Fantastique 2;Mante obscure;350;Créature magique;Ombreuse;;
Neldrazu;Chasseur;Normal;;8;Bestiaire Fantastique 2;Démon;350;Humanoïde;Élémentaire;Démon;
Hydromancien genasi;Contrôleur;Normal;;8;Bestiaire Fantastique 2;Genasi;350;Humanoïde;Élémentaire;Eau;
Prélat berserker de Démogorgon (humain);Contrôleur;Normal;Oui;8;Bestiaire Fantastique 2;Démogorgon;350;Humanoïde;Naturelle;;
Prêtre-ferrant forgelier;Contrôleur;Normal;Oui;8;Bestiaire Fantastique 2;Forgelier;350;Humanoïde;Naturelle;Créature artificielle vivante;
Araignée de phase;Franc-tireur;Normal;;8;Bestiaire Fantastique 2;Araignée;350;Bête;Féérique;Araignée;
Boiseux;Soldat;Normal;;8;Bestiaire Fantastique 2;Boiseux;350;Humanoïde;Féérique;Plante;
Roquet béhir;Soldat;Solo;;8;Bestiaire Fantastique 2;Béhir;1750;Créature magique;Naturelle;;
Tigre sanguinaire;Soldat;Normal;;8;Bestiaire Fantastique 2;Tigre;350;Bête;Naturelle;;
Chasseur de bêtes sanguinaires humain;Artilleur;Normal;;9;Bestiaire Fantastique 2;Humain;400;Humanoïde;Naturelle;;
Fléau des profondeurs troglodyte;Artilleur;Normal;Oui;9;Bestiaire Fantastique 2;Troglodyte;400;Humanoïde;Naturelle;Reptile;
Froidcinglant;Chasseur;Normal;;9;Bestiaire Fantastique 2;Élémentaire;400;Créature magique;Élémentaire;Air;
Jeune dragon d'or;Contrôleur;Solo;;9;Bestiaire Fantastique 2;Dragon;2000;Créature magique;Naturelle;Dragon;
Pirate humain;Franc-tireur;Normal;;9;Bestiaire Fantastique 2;Humain;400;Humanoïde;Naturelle;;
Ravageur gnome;Franc-tireur;Normal;;9;Bestiaire Fantastique 2;Gnome;400;Humanoïde;Féérique;;
Reliquat décavé;Franc-tireur;Sbire;;9;Bestiaire Fantastique 2;Décavé;100;Animé;Naturelle;Mort-vivant;
Slaad de flux;Franc-tireur;Normal;;9;Bestiaire Fantastique 2;Slaad;400;Humanoïde;Élémentaire;;
Xorn;Franc-tireur;Normal;;9;Bestiaire Fantastique 2;Xorn;400;Créature magique;Élémentaire;Terre;
Champion templier troglodyte;Soldat;Normal;;9;Bestiaire Fantastique 2;Troglodyte;400;Humanoïde;Naturelle;Reptile;
Goliath gardien;Soldat;Normal;;9;Bestiaire Fantastique 2;Goliath;400;Humanoïde;Naturelle;;
Nuée de jeunes oxydeurs;Soldat;Normal;;9;Bestiaire Fantastique 2;Oxydeur;400;Bête;Naturelle;Nuée;
Fracasseur pierrepoing;Brute;Normal;;10;Bestiaire Fantastique 2;Élémentaire;500;Créature magique;Élémentaire;Terre;
Nuée de rejetons néogis;Brute;Normal;;10;Bestiaire Fantastique 2;Néogi;500;Créature magique;Aberrante;Nuée;
Requin déchiqueteur;Brute;Normal;;10;Bestiaire Fantastique 2;Requin;500;Bête;Naturelle;Aquatique;
Cocon-nuée d'araignées sépulcrales;Chasseur;Normal;;10;Bestiaire Fantastique 2;Araignée;500;Bête;Ombreuse;Araignée, Nuée;
Feu follet;Chasseur;Normal;;10;Bestiaire Fantastique 2;Feu follet;500;Créature magique;Féérique;;
Esclavagiste néogi;Contrôleur;Normal;Oui;10;Bestiaire Fantastique 2;Néogi;500;Créature magique;Aberrante;;
Drake serpegriffe;Franc-tireur;Normal;;10;Bestiaire Fantastique 2;Drake;500;Bête;Naturelle;Reptile;
Bouclier de pierre genasi;Soldat;Normal;;10;Bestiaire Fantastique 2;Genasi;500;Humanoïde;Élémentaire;Terre;
Capitaine pirate humain;Soldat;Normal;Oui;10;Bestiaire Fantastique 2;Humain;500;Humanoïde;Naturelle;;
Troll des glaces;Soldat;Normal;;10;Bestiaire Fantastique 2;Troll;500;Humanoïde;Naturelle;;
Sabre de feu genasi;Brute;Normal;;11;Bestiaire Fantastique 2;Genasi;600;Humanoïde;Élémentaire;Feu;
Trancheur brise-pierres;Brute;Élite;;11;Bestiaire Fantastique 2;Brise-pierres;1200;Animé;Naturelle;Créature artificielle;
Dragon de fer adulte;Chasseur;Solo;;11;Bestiaire Fantastique 2;Dragon;3000;Créature magique;Naturelle;Dragon;
Éventreur duergar (nain);Chasseur;Normal;;11;Bestiaire Fantastique 2;Duergar;600;Humanoïde;Naturelle;Diable;
Araignée sépulcrale;Contrôleur;Élite;;11;Bestiaire Fantastique 2;Araignée;1200;Bête;Ombreuse;Araignée;
Arcanophage;Franc-tireur;Normal;;11;Bestiaire Fantastique 2;Oxydeur;600;Bête;Naturelle;;
Assassin sombregarde;Franc-tireur;Normal;;11;Bestiaire Fantastique 2;Sombregarde;600;Humanoïde;Naturelle;Mort-vivant;
Chantelame éladrin;Franc-tireur;Normal;;11;Bestiaire Fantastique 2;Éladrin;600;Humanoïde;Féérique;;
Tigre-garou;Franc-tireur;Élite;;11;Bestiaire Fantastique 2;Lycanthrope;1200;Humanoïde;Naturelle;Métamorphe;
Braque firbolg;Soldat;Normal;;11;Bestiaire Fantastique 2;Firbolg;600;Humanoïde;Féérique;;
Chevalier errant déva;Soldat;Normal;Oui;11;Bestiaire Fantastique 2;Déva;600;Humanoïde;Immortelle;;
Chasseur centaure;Artilleur;Normal;;12;Bestiaire Fantastique 2;Centaure;700;Humanoïde;Féérique;;
Démon de la spirale runique voltaïque;Artilleur;Normal;;12;Bestiaire Fantastique 2;Démon;700;Créature magique;Élémentaire;Démon;
Éclat de feu;Artilleur;Normal;;12;Bestiaire Fantastique 2;Éclat de chaos;700;Créature magique;Élémentaire;;
Héleur infernal duergar (nain);Artilleur;Normal;;12;Bestiaire Fantastique 2;Duergar;700;Humanoïde;Naturelle;Diable;
Mage phénixien;Artilleur;Normal;;12;Bestiaire Fantastique 2;Phénixien;350;Humanoïde;Naturelle;;
Diable fersang;Brute;Élite;;12;Bestiaire Fantastique 2;Diable;1400;Humanoïde;Immortelle;Diable;
Golem d'os;Brute;Élite;;12;Bestiaire Fantastique 2;Golem;1400;Animé;Naturelle;Créature artificielle;
Ravageur centaure;Brute;Normal;;12;Bestiaire Fantastique 2;Centaure;700;Humanoïde;Féérique;;
Suzerain oni;Brute;Élite;Oui;12;Bestiaire Fantastique 2;Oni;1400;Humanoïde;Naturelle;;
Troll ragefer;Brute;Normal;;12;Bestiaire Fantastique 2;Troll;700;Humanoïde;Naturelle;;
Démon à aiguilles;Contrôleur;Normal;;12;Bestiaire Fantastique 2;Démon;700;Humanoïde;Élémentaire;Démon;
Furie brisefiélon;Contrôleur;Normal;;12;Bestiaire Fantastique 2;Élémentaire;700;Créature magique;Élémentaire;Air, Eau;
Chasseur firbolg;Franc-tireur;Normal;;12;Bestiaire Fantastique 2;Firbolg;700;Humanoïde;Féérique;;
Esclave gobelin de Lolth;Franc-tireur;Sbire;;12;Bestiaire Fantastique 2;Gobelin;175;Humanoïde;Naturelle;;
Homme d'armes phénixien;Franc-tireur;Normal;;12;Bestiaire Fantastique 2;Phénixien;350;Humanoïde;Naturelle;Feu;
Phéra;Franc-tireur;Normal;;12;Bestiaire Fantastique 2;Phénixien;350;Créature magique;Élémentaire;Feu;
Archon d'eau engloutisseur;Brute;Normal;;13;Bestiaire Fantastique 2;Archon;800;Humanoïde;Élémentaire;Aquatique, Eau;
