name;description;alteration;property;power;special;source;rarity;critical;implement_group;location;weapon_groups;armor_categories;object_levels
Bandoulière à potions;Ce large baudrier de cuir brun vous permet de garder vos potions à portée de main.;"";Cette ceinture peut contenir jusqu'à six potions. Vous pouvez sortir une potion de la ceinture au prix d'une action libre.;"";"";Le Comptoir de l'Aventure 2;common;"";"";Taille;"";"";8
Bâton d'acide et de feu;Ce bâton de métal calciné et rongé par l'acide donne à son possesseur le pouvoir de consumer ses ennemis.;jets d'attaque et jets de dégâts;"";À volonté ♦ acide : action libre. Tous les dégâts de feu infligés en utilisant ce bâton comme focaliseur sont de dégâts d'acide. Une autre action libre rétablit la nature normale des dégâts. <br> À volonté ♦ feu : action libre. Tous les dégâts infligés en utilisant ce bâton comme focaliseur sont des dégâts de feu. Une autre action libre rétablit la nature normale des dégâts.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts d'acide et de feu par point de bonus d'altération;Bâtons;Focaliseur;"";"";10, 15, 20, 25, 30
Bâton d'adaptation de l'être;Ce bâton anime votre corps dès que vous percevez un danger, pour que vous et vos alliés l'esquiviez.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +1 aux tests de Perception.<br>Niveau 14 ou 19 : bonus d'objet de +2.<br>Niveau 24 ou 29 : bonus d'objet de +3.;Quotidien ♦ accentuable : interruption immédiate. Déclencheur : un ennemi vous touche. Effet : vous bénéficiez d'une résistance à tous les dégâts égale à 5 + le bonus d'altération du bâton jusqu'au début de votre tour de jeu suivant.Accentuation 1 : chaque allié qui vous est adjacent bénéficie également de la résistance jusqu'au début de votre tour de jeu suivant.;"";Manuel des Joueurs 3;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
Bâton d'aversion;Tant que vous portez ce bâton, tout adversaire affecté par vos pouvoirs rechigne à vous attaquer.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus de +2 à toutes les défenses contres attaques des ennemis victimes de vos effets.;"";"";Manuel des Joueurs 3;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton d'enracinement;Ce bâton aussi léger que du bois semble être fait de terre et de pierre, et un cristal transparent le surmonte. Il peut lier vos ennemis à la terre et vous protéger d'effets similaires.;jets d'attaque et jets de dégâts;Vos ennemis subissent un malus aux jets de sauvegarde égal au bonus d'altération de ce bâton contre vos attaques qui les immobilisent, les maîtrisent, les pétrifient ou les ralentissent.;"";"";Le Comptoir de l'Aventure 1;uncommon;la cible est maîtrisée jusqu'à la fin de votre tour de jeu suivant.;Bâtons;Focaliseur;"";"";3, 8, 13, 18, 23, 28
Bâton d'explosion solaire;Orné d'un disque resplendissant, ce bâton peut déclencher une éruption d'énergie radiante lorsque vous êtes touché.;jets d'attaque et jets de dégâts;"";Quotidien ♦ radiant : réaction immédiate. Utilisez ce pouvoir quand un ennemi vous inflige des dégâts grâce à une attaque. Chaque ennemi dans un rayon de 5 cases autour de vous subit 5 dégâts radiants et est jeté à terre.<br>Niveau 24 ou 29 : 10 dégâts radiants.;"";Manuel des Joueurs 2;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";14, 19, 24, 29
Bâton d'expulsion;Vos adversaires ne peuvent résister à l'emprise de ce bâton à pointe de cristal quand vous les déplacez comme des pions.;jets d'attaque et jets de dégâts;Lorsque vous poussez ou tirez une créature avec un pouvoir utilisant ce bâton, le déplacement forcé augmente de 1 case.;Quotidien : action libre. Déclencheur : vous touchez un ennemi avec attaque de force utilisant ce bâton. Effet : l'ennemi se retrouve à terre.;"";Manuel des Joueurs 3;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
Bâton d'impact;Ce bâton d'acier est le préféré des magiciens qui aiment combattre au plus proche de l'ennemi.;jets d'attaque et jets de dégâts;Vous pouvez effectuer une attaque de base de corps à corps avec ce bâton. Il s'agit d'une attaque d'Intelligence contre CA, et son bonus d'altération s'applique aux jets d'attaque et aux jets de dégâts.;"";"";Le Comptoir de l'Aventure 1;common;+1d8 dégâts par point de bonus d'altération, +1d10 dégâts par point de bonus d'altération quand il est utilisé comme une arme de corps à corps.;Bâtons;Focaliseur;"";"";15, 20, 25, 30
Bâton de calcination;Ce bâton rend vos attaques de feu encore plus chaudes.;jets d'attaque et jets de dégâts;"";Quotidien ♦ feu : action libre. Utilisez ce pouvoir lorsqu'une attaque effectuée avec ce bâton réussit et inflige des dégâts de feu continus. Augmentez les dégâts continus de 5.<br>Niveau 22 ou 27 : augmentez les dégâts continus de 10.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération, ou +1d8 dégâts de feu par point de bonus d'altération si l'attaque s'accompagne du mot-clé feu.;Bâtons;Focaliseur;"";"";12, 17, 22, 27
Bâton de corrosion;Incrusté de fragment de jade, ce bâton à l'acide dévorant ronge la chair de vos ennemis.;jets d'attaque et jets de dégâts;Toute attaque de corps à corps effectuée avec ce bâton inflige +1d6 dégâts d'acide.;Quotidien : action libre. Utilisez ce pouvoir lorsqu'une attaque effectuée avec ce bâton et accompagnée du mot-clé acide échoue. Refaites le jet et utilisez le second résultat.;"";Le Comptoir de l'Aventure 1;uncommon;+1d8 dégâts d'acide par point de bonus d'altération;Bâtons;Focaliseur;"";"";18, 23, 28
Bâton de défense ultime;Ce solide bâton de bois n'est peut-être pas le focaliseur préféré des magiciens de guerre, pourtant beaucoup apprécient la protection qu'il apporte.;jets d'attaque et jets de dégâts;Lorsque vous utilisez l'aptitude de classe de bâton de défense, vous augmentez le bonus en défense d'un chiffre égal au bonus d'altération de ce bâton.;"";"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";3, 8, 13, 18, 23, 28
Bâton de discernement;Armé de ce bâton d'aspect fragile, vous percevez certains secrets ainsi que les créatures qui cherchent à se cacher.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +1 aux tests d'Intuition.<br>Niveau 12 ou 17 : bonus d'objet de +2.<br>Niveau 22 ou 27 : bonus d'objet de +3.;Rencontre : action mineure. Jusqu'à la fin de votre tour de jeu suivant, les ennemis ne disposent d'aucun camouflage ou camouflage total contre vos attaques.Maintien (mineure) : l'effet persiste si vous dépensez 1 point de pouvoir.;"";Manuel des Joueurs 3;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton de fiabilité;Avec ce robuste bâton de chêne entre vos mains, aucun pouvoir n'est gaspillé.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Utilisez ce pouvoir lorsqu'un de vos pouvoirs d'attaque de rencontre lancé avec ce focaliseur ne touche aucune cible. Le pouvoir en question n'est pas dépensé.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";13, 18, 23, 28
Bâton de flamme ardente;Ce bâton chaud au toucher est gravé de symbole de feu. Il renforce la puissance des sorts de feu.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Activez ce pouvoir lorsque vous utilisez un pouvoir accompagné du mot-clé feu. Après avoir fait votre jet de dégâts, vous pouvez relancer un nombre de dés inférieur ou égal au bonus d'altération du bâton. Vous devez conserver les nouveaux résultats et ne pouvez relancer plusieurs fois le même dé.;"";Manuel des Joueurs 1;common;+1d8 dégâts de feu par point de bonus d'altération;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton de force;Utilisez ce bâton pour jeter vos ennemis à terre et les traîner au sol.;jets d'attaque et jets de dégâts;"";Quotidien ♦ force : action libre. Utilisez ce pouvoir lorsque vous touchez avec un pouvoir accompagné du mot-clé force. Vous pouvez faire glisser la cible d'un nombre de cases égal au bonus d'altération de ce bâton.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts de force par point de bonus d'altération, et la cible se retrouve à terre.;Bâtons;Focaliseur;"";"";3, 8, 13, 18, 23, 28
Bâton de l'architecte;Des motifs stylisés architecturaux et élémentaires ornent ce bâton qui vous aide à contrôler les sorts qui créent des barrières ou qui modifient le terrain.;jets d'attaque et jets de dégâts;Vous pouvez augmenter l'aire d'un périmètre ou d'un mur lancé avec ce bâton d'un nombre de cases égal à son bonus d'altération.;Quotidien : action simple. Remodelez un effet de mur existant que vous avez lancé. Au moins une case du mu doit rester la même.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";5, 10, 15, 20, 25, 30
Bâton de l'esprit inexpugnable;Ce bâton d'adamantium vous protège des attaques mentales. Vous y faites converger votre puissance pour que la protection conférée s'applique à toutes les attaques.;jets d'attaque et jets de dégâts;Vous bénéficiez d'une résistance psychique 5.<br>Niveau 13 ou 18 : résistance psychique 10.<br>Niveau 23 ou 28 : résistance psychique 15.;Quotidien ♦ accentuable : interruption immédiate. Déclencheur : un ennemi vous vise avec une attaque visant la Volonté. Effet : jusqu'au début de votre tour de jeu suivant, vous bénéficiez d'un bonus en Volonté égal au bonus d'altération du bâton.Accentuation 1 : le bonus s'applique en fait à toutes les défenses.;"";Manuel des Joueurs 3;uncommon;+1d8 dégâts psychiques par point de bonus d'altération;Bâtons;Focaliseur;"";"";3, 8, 13, 18, 23, 28
Bâton de l'évadé;Ce bâton de bois vert vous permet de vous esquiver quand on vous fige sur place.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +2 aux jets de sauvegarde contre les effets préjudiciables immobilisé et ralenti.;Quotidien ♦ téléportation : réaction immédiate. Déclencheur : vous êtes immobilisé par une attaque. Effet : l'effet qui vous a immobilisé est annulé, et vous vous téléportez de 5 cases.;"";Manuel des Joueurs 3;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";3, 8, 13, 18, 23, 28
Bâton de l'hiver;Ce bâton gravé de symboles hivernaux est froid au toucher. Il ajoute son pouvoir à celui de vos sorts de froid.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Activez ce pouvoir lorsque vous utilisez un pouvoir accompagné de mot-clé froid. Après avoir résolu les effets du pouvoir, tous les ennemis situés dans un rayon de 3 cases sont immobilisés (sauvegarde annule).;"";Manuel des Joueurs 1;uncommon;+1d6 dégâts de froid par point de bonus d'altération;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
Bâton de la destinée;Ce redoutable bâton est surmontée d'une tête de corbeau noir aux yeux de diamant. Il renforce votre destinée en augmentant vos chances de survie et en vous permettant d'agir lorsque les autres ne sont pas assez rapides.;jets d'attaque et jets de dégâts;Lorsque l'une de vos attaques lancées grâce à ce bâton réduit une cible à 0 point de vie, vous pouvez dépenser une récupération.;Quotidien : action libre. Utilisez ce pouvoir lorsque l'une de vos attaques réduit une cible à 0 point de vie. Vous pouvez entreprendre une action simple.;"";Le Comptoir de l'Aventure 1;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";25, 30
Bâton de la flamme maintenue;Ce bâton est chargé d'énergie psychique tant qu'il reste en contact avec vous et que vous disposez d'une réserve psionique.;jets d'attaque et jets de dégâts;"";"";"";Manuel des Joueurs 3;common;+1d6 dégâts psychique par point de bonus d'altération, ou +1d10 dégâts psychiques par point de bonus d'altération si vous disposez d'au moins 1 point de pouvoir.;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton de la source spontanée;Ce bâton puise dans l'énergie résiduelle pour vous permettre de moins dépenser quand vous frappez un adversaire.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Déclencheur : vous touchez un ennemi avec un pouvoir d'attaque psionique accentué. Effet : vous regagnez 2 points de pouvoir.<br>Niveau 15 ou 20 : regagnez 4 points de pouvoir.<br>Niveau 25 ou 30 : regagnez 6 points de pouvoir.;"";Manuel des Joueurs 3;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";5, 10, 15, 20, 25, 30
Bâton de la tour de fer;Ce bâton de fer se dresse tel un rempart pour protéger votre esprit et celui de vos alliés.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Utilisez ce pouvoir lorsque vous recourez à un pouvoir accompagné du mot-clé psychique avec ce bâton. Vous et vos alliés situés dans un rayon de 5 cases pouvez effectuer un jet de sauvegarde contre un effet accompagné des mots-clés charme, illusion, sommeil ou terreur qu'une sauvegarde est en mesure d'annuler.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts psychiques par point de bonus d'altération;Bâtons;Focaliseur;"";"";22, 27
Bâton de lames psychiques;Ce bâton métallique léger vous permet d'établir un lien mental avec votre adversaire. C'est ainsi que vous pouvez désormais le désorienter en harcelant son esprit d'accès de douleur.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +1 aux tests d'Intimidation.<br>Niveau 14 ou 19 : bonus d'objet de +2.<br>Niveau 24 ou 29 : bonus d'objet de +3.;Quotidien ♦ terreur : action libre. Déclencheur : vous touchez un ennemi avec une attaque psionique utilisant ce bâton. Effet: vous faites glisser l'ennemi de 1 case. Jusqu'à la fin de votre tour de jeu suivant, chaque fois que l'ennemi subit des dégâts d'une attaque, vous pouvez le faire glisser de 1 case au prix d'une action libre.;"";Manuel des Joueurs 3;uncommon;+1d6 dégâts psychique par point de bonus d'altération;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
Bâton de lumière;Les prêtres et les paladins ne sont pas les seuls à disposer de pouvoirs radiants qui consument les morts-vivants.;jets d'attaque et jets de dégâts;"";Quotidien ♦ radiant : action libre. Utilisez ce pouvoir si le pouvoir lumière d'un magicien est sur ce bâton. Jusqu'à ce que le sort lumière prenne fin, les morts-vivants qui débutent leur tour de jeu dans le rayon de la lueur subissent des dégâts radiants égaux au bonus d'altération du bâton.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts radiants par point de bonus d'altération;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
Bâton de mains spectrales;La véritable puissance de ce bâton réside dans son utilisation astucieuse.;jets d'attaque et jets de dégâts;Lorsque vous utilisez le pouvoir manipulation à distance, vous pouvez invoquer un nombre de mains égal à votre modificateur de Sagesse (pour un minimum de 1, et jusqu'à un maximum égal à 1 + le bonus d'altération de ce bâton). Vous pouvez maintenir les mains à chaque round au prix d'une seule action mineure.;"";"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";3, 8, 13, 18, 23, 28
Bâton de maîtrise des projectiles;Ce bâton de bois sombre renforce le plus simple des pouvoirs de magicien.;jets d'attaque et jets de dégâts;Quand vous lancez projectile magique avec ce focaliseur, vous bénéficiez d'un bonus d'objet de +1 aux jets d'attaque et d'un bonus d'objet aux jets de dégâts égal au bonus d'altération du bâton.;Quotidien : action libre. Utilisez ce pouvoir lorsque vous lancez projectile magique. Vous visez une ou deux créatures, qui ne peuvent se situer à plus de 5 cases l'une de l'autre.<br>Niveau 17, 22, 27 : vous visez une, deux, ou trois créatures avec cette attaque.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par points de bonus d'altération, ou +1d8 dégâts par point de bonus d'altération quand vous utilisez projectile magique..;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton de nuée féerique;Des insectes fouisseurs semblent évoluer sous la surface de ce bâton. Lorsque vous l'utilisez pour attaquer, il peut libérer cette vermine magique sur vos ennemis.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Utilisez ce pouvoir lorsqu'une attaque effectuée avec ce focaliseur touche. La cible est hébétée en raison des piqûres des insectes magiques jusqu'à la fin de votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 1;uncommon;criblée de piqûres d'insectes magiques, la cible est hébétée jusqu'à la fin de votre tour de jeu suivant.;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
Bâton de perte;Ce bâton noueux et râpeux s'ajuste à la main de tout magicien qui cherche à massacrer son adversaire.;jets d'attaque et jets de dégâts;En plus du bonus d'altération normal, ajoutez un bonus d'objet égal au bonus d'altération du bâton aux jets dégâts.;"";"";Le Comptoir de l'Aventure 1;uncommon;+1d10 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";3, 8, 13, 18, 23, 28
Bâton de protection lointaine;D'un mot, vous protégez un allié contre l'attaque d'un ennemi, à qui vous promettez une punition rapide si il fait du mal à votre compagnon.;jets d'attaque et jets de dégâts;"";Quotidien ♦ radiant : action mineure. Choisissez un allié situé dans un rayon de 10 cases de vous. Le prochain ennemi qui effectue un jet d'attaque contre cet allié avant la fin de la rencontre subit 10 dégâts radiants.<br>Niveau 12 ou 17 : 15 dégâts radiants.<br>Niveau 22 ou 27 : 20 dégâts radiants.;"";Manuel des Joueurs 2;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";7, 12, 17, 22, 27
Bâton de prouesse élémentaire;Ce bâton procure maîtrise et protection contre les rigueurs des éléments.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +1 aux jets de dégâts quand vous infligez des dégâts d'acide, d'électricité, feu ou froid avec ce focaliseur. Niveau 14 ou 19 : bonus d'objet de +3 aux jets de dégâts.;Quotidien : interruption immédiate. Utilisez ce pouvoir lorsque vous êtes attaqué par un pouvoir accompagné des mots-clés acide, électricité, feu ou froid. Choisissez un de ces type de dégâts. Vous et vos alliés situés dans un rayon de 2 cases bénéficiez d'une résistance 10 contre ce type de dégâts jusqu'à la fin de votre tour de jeu suivant.<br>Niveau 19 ou 24 :  vous et vos alliés situés dans un rayon de 5 cases bénéficiez d'une résistance 15 contre le type de dégâts choisi.<br>Niveau 29 :  vous et vos alliés situés dans un rayon de 10 cases bénéficiez d'une résistance 20 contre le type de dégâts choisi.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts du même type que l'attaque par point de bonus d'altération;Bâtons;Focaliseur;"";"";9, 14, 19, 24, 29
Bâton de provocation;L'ennemi que votre attaque touche est temporairement frappé d'anathème, et même ses propres alliés cherchent à l'abattre.;jets d'attaque et jets de dégâts;"";Quotidien ♦ charme : action libre. Utilisez ce pouvoir quand vous touchez un ennemi avec un pouvoir d'attaque en utilisant ce bâton. Une créature de votre choix effectue une attaque de base de corps à corps conte cet ennemi au prix d'une action libre. La créature qui attaque bénéficie d'un bonus au jet d'attaque et au jet de dégâts égal à votre modificateur d'Intelligence.;"";Manuel des Joueurs 2;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";8, 13, 18, 23, 28
Bâton de puissance;Ce bâton couronné d'une main griffue tenant un cristal bleu vous permet de lancer deux fois un même sort.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Utilisez ce pouvoir lorsque vous réussissez un coup critique. avec un pouvoir de rencontre ou un pouvoir quotidien. Ce pouvoir n'est pas dépensé.;"";Manuel des Joueurs 1;uncommon;+1d10 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";19, 24, 29
Bâton de rassemblement;La sphère de verre fumé fixée au sommet de ce bâton se transforme en un globe d'énergie pure lorsque son possesseur est frappé par des sorts.;jets d'attaque et jets de dégâts;"";Quotidien : interruption immédiate. Utilisez ce pouvoir lorsque vous subissez des dégâts d'une attaque accompagnée des mots-clés électricité, feu, force, nécrotique ou radiant. Vous ne subissez alors que la moitiés des dégâts de l'attaque. Vous bénéficiez d'un bonus de pouvoir de +2 aux jets d'attaque et d'un bonus de pouvoir de +10 aux jets de dégâts de votre prochaine attaque accompagnée des mots-clés arcanique et focaliseur.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";10, 15, 20, 25, 30
Bâton de savoir psionique;Ce bâton de cristal façonne l'énergie psionique pour révéler les secrets arcaniques. Quand vous vous servez du bâton pour canaliser l'énergie, vous effacez votre propre dépense psionique.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +1 aux tests d'Arcanes.<br>Niveau 15 ou 20 : bonus d'objet de +2.<br>Niveau 25 ou 30 : bonus d'objet de +3.;Quotidien ♦ accentuable : action libre. Déclencheur : vous effectuez une attaque psionique de proximité ou de zone utilisant ce bâton. Effet : la taille de la décharge ou de l'explosion de l'attaque augmente de 1.Accentuation 2 : vous regagnez l'usage de ce pouvoir.;"";Manuel des Joueurs 3;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";5, 10, 15, 20, 25, 30
Bâton de stimulation;Les sorcières de l'Aiguille Blanche étaient connues pour leur capacité à combiner différentes formes de magie grâce à des bâtons comme celui-ci.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Utilisez ce pouvoir lorsque l'un de vos pouvoirs quotidiens touche. Vous pouvez utiliser un pouvoir à volonté.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";14, 19, 24, 29
Bâton de transposition;Un magicien armé de ce bâton n'a pas à redouter d'englober ses alliés dans l'effet de ses sorts les plus dévastateurs.;jets d'attaque et jets de dégâts;"";Quotidien ♦ téléportation : action libre. Utilisez ce pouvoir lorsque vous recourez à un pouvoir de proximité ou de zone. Plutôt que d'être affecté par le pouvoir, tout allié situé dans l'aire d'effet est téléporté jusqu'à la plus proche case de votre choix qui n'est pas affectée.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";14, 19, 24, 29
Bâton de vision incomparable;Les magiciens qui restent à la périphérie d'une bataille ont une préférence pour ce bâton surmonté d'une boule de verre.;jets d'attaque et jets de dégâts;Lorsque vous utilisez un pouvoir arcanique à distance ou de zone, ajoutez le bonus d'altération de ce bâton à la portée du pouvoir. Ainsi, un bâton de vision incomparable +3 fera d'une explosion de zone 5 à 10 cases ou moins une explosion de zone 5 à 13 cases ou moins.;"";"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
Bâton défensif;Ce bâton augmente vos résistances à tous les types d'attaques.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +1 en Vigueur, Réflexes, et Volonté. Si vous avez l'aptitude de classe de bâton de défense, vous bénéficiez également d'un bonus d'objet de +1 à la CA.;"";"";Le Comptoir de l'Aventure 1;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton des langues;La langue n'est jamais un obstacle quand vous portez ce bâton.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +1 aux tests de Diplomatie.<br>Niveau 12 ou 17 : bonus d'objet de +2.<br>Niveau 22 ou 27 : bonus d'objet de +3.Propriété : vous parlez, lisez et écrivez l'universel.;"";"";Manuel des Joueurs 3;uncommon;+1d10 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton des tempêtes;Ce bâton, couvert de runes brillantes, accroît le pouvoir des sorts d'électricité et de tonnerre.;jets d'attaque et jets de dégâts;"";Quotidien ♦ électricité, tonnerre : action libre. Activez ce pouvoir quand vous utilisez un pouvoir accompagné du mot-clé électricité ou tonnerre. Après avoir résolu les effets du pouvoir, vous infligez 1d8 dégâts d'électricité et de tonnerre à toutes les créatures présentes dans une décharge de proximité 3.<br>Niveau 15 ou 20 : 2d8 dégâts d'électricité et de tonnerre.<br>Niveau 25 ou 30 : 3d8 dégâts d'électricité et de tonnerre.;"";Manuel des Joueurs 1;uncommon;+1d6 dégâts d'électricité ou de tonnerre par point de bonus d'altération;Bâtons;Focaliseur;"";"";5, 10, 15, 20, 25, 30
Bâton du guetteur attentif;Ce bâton cristallin concentre vos sens pour une meilleur perception des environs.;jets d'attaque et jets de dégâts;"";Quotidien : action libre. Déclencheur : vous déterminez l'initiative. Effet : vous et chaque allié situé dans un rayon de 5 cases pouvez faire 10 au test d'Initiative.;"";Manuel des Joueurs 3;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton du jongleur temporel;Ce bâton multicolore vous permet de voler des bribes de temps à vos ennemis pour en accomplir vous-même d'avantage.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +1 aux tests d'Histoire.<br>Niveau 14 ou 19 : bonus d'objet de +2.<br>Niveau 24 ou 29 : bonus d'objet de +3.;Quotidien : action libre. Déclencheur : vous étourdissez ou hébétez un ennemi avec une attaque psionique utilisant ce bâton. Effet : vous pouvez entreprendre une action de mouvement ou une action mineure supplémentaire à ce tour de jeu.;"";Manuel des Joueurs 3;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
Bâton du mage de guerre;"Ce bâton couronné d'un cristal rouge accroît la taille de vos sorts de décharge et d'explosion.";jets d'attaque et jets de dégâts;"";Quotidien : action libre. Activez ce pouvoir lorsque vous utilisez un pouvoir ayant un effet de charge ou d'explosion. Vous augmentez la taille de la décharge ou de l'explosion de 1.;"";Manuel des Joueurs 1;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";3, 8, 13, 18, 23, 28
Bâton du moissonneur;Ce bâton en os convertit l'énergie vitale de vos compagnons en force psionique.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +3 aux tests d'Intimidation.;Quotidien :  action simple. Un allié qui vous est adjacent perd une récupération, et vous regagnez 2 points de pouvoir.<br>Niveau 15 ou 20 : regagnez 4 points de pouvoir.<br>Niveau 25 ou 30 : regagnez 6 points de pouvoir.;"";Manuel des Joueurs 3;uncommon;+1d10 dégâts nécrotique par point de bonus d'altération;Bâtons;Focaliseur;"";"";5, 10, 15, 20, 25, 30
Bâton du serpent;Sculpté à l'image d'un cobra dressé, ce bâton de bronze vous permet de manier le poison comme une arme mortelle.;jets d'attaque et jets de dégâts;Toute attaque de corps à corps effectuée avec ce bâton inflige +1d6 dégâts de poison.;Quotidien ♦ poison : action libre. Utilisez ce pouvoir lorsque vous infligez des dégâts de poison au moyen d'un pouvoir lancé avec ce focaliseur. La cible subit des dégâts de poison continus égaux au bonus d'altération du bâton (sauvegarde annule). Si le pouvoir inflige déjà des dégâts de poison continus, ajoutez un bonus d'objet égal au bonus d'altération du bâton aux dégâts infligés à chaque round.;"";Le Comptoir de l'Aventure 1;uncommon;+1d8 dégâts de poison par point de bonus d'altération;Bâtons;Focaliseur;"";"";7, 12, 17, 22, 27
Bâton du troisième œil;Ce bâton se termine par une pierre sculptée en forme d’œil fermé qui s'ouvre quand vous canalisez un pouvoir par l'intermédiaire de la position d'un allié.;jets d'attaque et jets de dégâts;"";Rencontre : action libre. Déclencheur : vous effectuez une attaque à distance utilisant ce bâton. Effet : choisissez un allié situé dans un rayon de 5 cases. Vous prenez une case de l'espace de cet allié comme une case d'origine de l'attaque.;"";Manuel des Joueurs 3;uncommon;+1d8 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";4, 9, 14, 19, 24, 29
